3	15	0.1191434158045000
3	16	0.0000000000000000
3	17	-0.0168606395298182
3	18	-0.1744983601010000
3	19	0.0006541130180000
3	21	0.4949385841780000
3	22	-0.3341147657630000
3	23	-0.1189692929050000
4	0	2.7082126301990000
4	1	1.6883882548480000
4	2	-0.2880086414260000
4	3	-0.0101306481160000
4	4	-0.0536063493250000
4	5	-0.8744853447440000
4	6	-0.7363966899960000
4	7	0.5249897706430000
4	8	-0.1472267469530000
4	9	-0.4883887988840000
4	10	0.0430222997660000
4	11	-0.0201861194870000
4	12	0.1151729316210000
4	13	0.1905150983400000
4	14	-0.0335189039490000
4	15	0.1410340030650000
4	16	-0.0107115142200000
4	17	-0.0585366590410000
4	18	0.2479496121480000
4	19	-0.5762495303890000
4	20	-0.2280408597760000
4	21	-0.1695545026000000
5	0	0.0057520275900000
5	1	0.3873968907780000
5	2	0.1053188396820000
5	3	0.0505807864420000
5	4	0.4581221684350000
5	5	-0.3298284041890000
5	6	0.0781398587910000
5	8	-1.3786771252390000
5	9	0.0178146969500000
5	10	-0.6312369053020000
5	11	-0.8230484844730000
5	12	-0.2510851548030000
5	13	0.6158873973800000
5	14	-0.0730607487130000
5	15	-0.0962162505620000
5	16	0.0073572388190000
5	17	-0.0716724044850000
