0	92325.890000000000	2
1	93286.430000000000	2
2	93199.335000000000	2
3	93217.950000000000	2
4	93404.585000000000	2
5	92840.760000000000	2
6	92534.175000000000	2
7	92890.730000000000	1
8	92069.595000000000	2
9	91851.235000000000	2
10	91582.610000000000	2
11	91199.525000000000	2
12	91139.605000000000	2
13	91504.340000000000	2
14	91455.795000000000	2
15	90838.080000000000	5
16	91158.696666666667	3
17	90564.253333333333	12
18	91533.985000000000	2
19	91266.700000000000	2
20	92123.770000000000	1
21	91306.535000000000	2
22	90342.640000000000	1
23	90235.160000000000	1
