1765265298	1715867770000.00000000
1765265423	1717641610000.00000000
1765267191	1719958850000.00000000
1765267200	1719958850000.00000000
1765270801	1720825250000.00000000
1765272796	1716766850000.00000000
1765272798	1716766850000.00000000
1765272801	1716766850000.00000000
1765272802	1716766850000.00000000
1765272805	1716766850000.00000000
1765272807	1716766850000.00000000
1765272809	1716766850000.00000000
1765272812	1716766850000.00000000
1765272814	1716766850000.00000000
1765272816	1716766850000.00000000
1765274403	1713771120000.00000000
1765278385	1713782330000.00000000
1765285202	1722264500000.00000000
1765288801	1716510160000.00000000
1765292401	1714468040000.00000000
1765296001	1760899480000.00000000
1765299600	1790630300000.00000000
1765303201	1785473130000.00000000
1765306800	1785292250000.00000000
1765310401	1784335220000.00000000
1765314002	1768731470000.00000000
1765317602	1755706590000.00000000
1765321200	1764923870000.00000000
1765324801	1762325430000.00000000
1765328401	1753718430000.00000000
1765332002	1754472920000.00000000
1765335602	1754118760000.00000000
1765339201	1756139030000.00000000
1765342801	1759484740000.00000000
1765346402	1758894980000.00000000
1765350002	1761375620000.00000000
1765353601	1761186950000.00000000
1765357201	1760156010000.00000000
1765360801	1764520310000.00000000
1765364401	1754352270000.00000000
1765368001	1750351630000.00000000
1765371601	1747383830000.00000000
1765382403	1747484340000.00000000
1765386001	1754254040000.00000000
1765389601	1756101600000.00000000
1765393202	1756989850000.00000000
1765396802	1765039010000.00000000
1765400401	1759217410000.00000000
1765404002	1760592060000.00000000
1765414224	1736319180000.00000000
1765414803	1736628500000.00000000
1765418402	1725666260000.00000000
1765422001	1711463190000.00000000
1765425602	1707165960000.00000000
1765429202	1717680180000.00000000
1765432802	1716425230000.00000000
1765436401	1714773750000.00000000
1765440002	1714899910000.00000000
